property_id,owner_id,title,locality,city,property_type,listing_type,bhk,area_sqft,price,near_metro,metro_distance_km,occupancy_type,gender_preference,food_included,food_type,description_text,created_at
PROP1767,OWN1162,3 BHK Independent House in Sohna Road Gurgaon,Sohna Road Gurgaon,Delhi NCR,INDEPENDENT_HOUSE,SALE,3,1647,40364340,False,4.5,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Independent House Available for Sale in Sohna Road Gurgaon. Covered area is 1647 sq.ft. Listed price is ₹40,364,340. Proximity to metro: 4.5 km.",2025-12-28 01:25:49
PROP1768,OWN1074,3 BHK Builder Floor in South Delhi,South Delhi,Delhi NCR,BUILDER_FLOOR,SALE,3,2244,32148483,True,2.32,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Builder Floor Available for Sale in South Delhi. Covered area is 2244 sq.ft. Listed price is ₹32,148,483. Proximity to metro: 2.32 km.",2026-04-02 01:42:07
PROP1769,OWN1084,2 BHK Independent House in Vasant Kunj,Vasant Kunj,Delhi NCR,INDEPENDENT_HOUSE,SALE,2,1192,41990716,False,6.32,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Independent House Available for Sale in Vasant Kunj. Covered area is 1192 sq.ft. Listed price is ₹41,990,716. Proximity to metro: 6.32 km.",2025-09-03 09:24:06
PROP1770,OWN1270,1 BHK Apartment in Saket,Saket,Delhi NCR,APARTMENT,RENT,1,483,14277,True,1.0,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Apartment Available for Rent in Saket. Covered area is 483 sq.ft. Listed price is ₹14,277. Proximity to metro: 1.0 km.",2026-07-11 11:22:53
PROP1771,OWN1186,1 BHK Pg in Hauz Khas,Hauz Khas,Delhi NCR,PG,PG,1,347,24141,True,1.91,DOUBLE_SHARING,MALE,False,NONE,"Well-maintained double sharing PG for males located at Hauz Khas. Monthly rent is ₹24,141. Food is not included. Nearest metro station is 1.91 km away.",2026-02-28 10:13:58
PROP1772,OWN1061,2 BHK Independent House in Gurgaon Sector 56,Gurgaon Sector 56,Delhi NCR,INDEPENDENT_HOUSE,SALE,2,1232,25131165,True,0.68,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Independent House Available for Sale in Gurgaon Sector 56. Covered area is 1232 sq.ft. Listed price is ₹25,131,165. Proximity to metro: 0.68 km.",2025-10-16 10:38:02
PROP1773,OWN1041,1 BHK Apartment in Greater Noida Pari Chowk,Greater Noida Pari Chowk,Delhi NCR,APARTMENT,RENT,1,454,75472,True,0.3,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Apartment Available for Rent in Greater Noida Pari Chowk. Covered area is 454 sq.ft. Listed price is ₹75,472. Proximity to metro: 0.3 km.",2025-09-16 21:18:53
PROP1774,OWN1056,1 BHK Independent House in East Delhi,East Delhi,Delhi NCR,INDEPENDENT_HOUSE,RENT,1,570,27587,True,0.3,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Independent House Available for Rent in East Delhi. Covered area is 570 sq.ft. Listed price is ₹27,587. Proximity to metro: 0.3 km.",2026-02-07 05:31:57
PROP1775,OWN1155,2 BHK Apartment in South Delhi,South Delhi,Delhi NCR,APARTMENT,RENT,2,1200,38217,True,1.74,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Apartment Available for Rent in South Delhi. Covered area is 1200 sq.ft. Listed price is ₹38,217. Proximity to metro: 1.74 km.",2026-02-07 17:54:47
PROP1776,OWN1015,3 BHK Independent House in Dwarka Sector 21,Dwarka Sector 21,Delhi NCR,INDEPENDENT_HOUSE,SALE,3,2388,27842915,True,0.57,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Independent House Available for Sale in Dwarka Sector 21. Covered area is 2388 sq.ft. Listed price is ₹27,842,915. Proximity to metro: 0.57 km.",2025-08-24 02:03:34
PROP1777,OWN1257,1 BHK Apartment in Gurgaon Golf Course Road,Gurgaon Golf Course Road,Delhi NCR,APARTMENT,RENT,1,598,13832,False,3.77,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Apartment Available for Rent in Gurgaon Golf Course Road. Covered area is 598 sq.ft. Listed price is ₹13,832. Proximity to metro: 3.77 km.",2026-07-18 10:53:52
PROP1778,OWN1099,1 BHK Independent House in Gurgaon Sector 45,Gurgaon Sector 45,Delhi NCR,INDEPENDENT_HOUSE,SALE,1,550,18862329,False,7.2,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Independent House Available for Sale in Gurgaon Sector 45. Covered area is 550 sq.ft. Listed price is ₹18,862,329. Proximity to metro: 7.2 km.",2026-06-19 11:32:03
PROP1779,OWN1244,4 BHK Apartment in Noida Extension,Noida Extension,Delhi NCR,APARTMENT,RENT,4,2488,26067,True,2.12,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Apartment Available for Rent in Noida Extension. Covered area is 2488 sq.ft. Listed price is ₹26,067. Proximity to metro: 2.12 km.",2026-01-05 13:57:05
PROP1780,OWN1195,4 BHK Apartment in Greater Noida Pari Chowk,Greater Noida Pari Chowk,Delhi NCR,APARTMENT,SALE,4,2228,25590992,True,1.27,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Apartment Available for Sale in Greater Noida Pari Chowk. Covered area is 2228 sq.ft. Listed price is ₹25,590,992. Proximity to metro: 1.27 km.",2025-09-01 22:41:24
PROP1781,OWN1267,3 BHK Builder Floor in Hauz Khas,Hauz Khas,Delhi NCR,BUILDER_FLOOR,RENT,3,1776,17322,True,0.95,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Builder Floor Available for Rent in Hauz Khas. Covered area is 1776 sq.ft. Listed price is ₹17,322. Proximity to metro: 0.95 km.",2026-05-20 23:22:38
PROP1782,OWN1060,3 BHK Independent House in Noida Sector 18,Noida Sector 18,Delhi NCR,INDEPENDENT_HOUSE,SALE,3,2181,19658109,False,4.8,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Independent House Available for Sale in Noida Sector 18. Covered area is 2181 sq.ft. Listed price is ₹19,658,109. Proximity to metro: 4.8 km.",2026-01-19 01:39:00
PROP1783,OWN1220,1 BHK Pg in Pitampura,Pitampura,Delhi NCR,PG,PG,1,349,22586,False,5.25,TRIPLE_SHARING,FEMALE,True,VEG,"Well-maintained triple sharing PG for females located at Pitampura. Monthly rent is ₹22,586. Food is included (veg). Nearest metro station is 5.25 km away.",2026-04-08 18:34:57
PROP1784,OWN1054,1 BHK Independent House in Noida Sector 76,Noida Sector 76,Delhi NCR,INDEPENDENT_HOUSE,RENT,1,480,30791,True,1.12,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Independent House Available for Rent in Noida Sector 76. Covered area is 480 sq.ft. Listed price is ₹30,791. Proximity to metro: 1.12 km.",2026-01-22 21:39:35
PROP1785,OWN1053,3 BHK Apartment in Janakpuri,Janakpuri,Delhi NCR,APARTMENT,SALE,3,1806,44427145,True,0.48,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Apartment Available for Sale in Janakpuri. Covered area is 1806 sq.ft. Listed price is ₹44,427,145. Proximity to metro: 0.48 km.",2025-10-28 21:47:13
PROP1786,OWN1218,5 BHK Independent House in Faridabad Sector 15,Faridabad Sector 15,Delhi NCR,INDEPENDENT_HOUSE,SALE,5,3195,31359351,True,1.29,FULL_FLAT,ANY,False,NONE,"Spacious 5 BHK Independent House Available for Sale in Faridabad Sector 15. Covered area is 3195 sq.ft. Listed price is ₹31,359,351. Proximity to metro: 1.29 km.",2026-05-21 21:59:59
PROP1787,OWN1208,4 BHK Apartment in Faridabad Sector 15,Faridabad Sector 15,Delhi NCR,APARTMENT,RENT,4,1908,28015,True,1.33,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Apartment Available for Rent in Faridabad Sector 15. Covered area is 1908 sq.ft. Listed price is ₹28,015. Proximity to metro: 1.33 km.",2026-07-14 01:35:57
PROP1788,OWN1119,1 BHK Independent House in Hauz Khas,Hauz Khas,Delhi NCR,INDEPENDENT_HOUSE,SALE,1,534,37929267,False,2.74,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Independent House Available for Sale in Hauz Khas. Covered area is 534 sq.ft. Listed price is ₹37,929,267. Proximity to metro: 2.74 km.",2025-10-18 01:29:47
PROP1789,OWN1092,2 BHK Builder Floor in Noida Sector 18,Noida Sector 18,Delhi NCR,BUILDER_FLOOR,RENT,2,1054,24626,True,1.72,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Builder Floor Available for Rent in Noida Sector 18. Covered area is 1054 sq.ft. Listed price is ₹24,626. Proximity to metro: 1.72 km.",2026-02-07 09:16:02
PROP1790,OWN1267,3 BHK Apartment in Faridabad Sector 15,Faridabad Sector 15,Delhi NCR,APARTMENT,RENT,3,1857,77260,True,1.36,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Apartment Available for Rent in Faridabad Sector 15. Covered area is 1857 sq.ft. Listed price is ₹77,260. Proximity to metro: 1.36 km.",2025-12-08 03:25:58
PROP1791,OWN1278,1 BHK Pg in Noida Sector 62,Noida Sector 62,Delhi NCR,PG,PG,1,258,24911,True,1.08,SINGLE,MALE,False,NONE,"Well-maintained single PG for males located at Noida Sector 62. Monthly rent is ₹24,911. Food is not included. Nearest metro station is 1.08 km away.",2026-06-22 17:53:05
PROP1792,OWN1162,1 BHK Apartment in Noida Sector 18,Noida Sector 18,Delhi NCR,APARTMENT,RENT,1,495,84963,False,7.25,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Apartment Available for Rent in Noida Sector 18. Covered area is 495 sq.ft. Listed price is ₹84,963. Proximity to metro: 7.25 km.",2026-01-22 16:07:39
PROP1793,OWN1156,3 BHK Apartment in Janakpuri,Janakpuri,Delhi NCR,APARTMENT,RENT,3,1899,62997,True,1.96,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Apartment Available for Rent in Janakpuri. Covered area is 1899 sq.ft. Listed price is ₹62,997. Proximity to metro: 1.96 km.",2026-06-07 04:58:22
PROP1794,OWN1292,4 BHK Independent House in Faridabad Sector 15,Faridabad Sector 15,Delhi NCR,INDEPENDENT_HOUSE,RENT,4,2284,32487,False,2.9,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Independent House Available for Rent in Faridabad Sector 15. Covered area is 2284 sq.ft. Listed price is ₹32,487. Proximity to metro: 2.9 km.",2026-06-01 14:51:45
PROP1795,OWN1135,3 BHK Builder Floor in Faridabad Sector 15,Faridabad Sector 15,Delhi NCR,BUILDER_FLOOR,RENT,3,1938,49281,True,0.34,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Builder Floor Available for Rent in Faridabad Sector 15. Covered area is 1938 sq.ft. Listed price is ₹49,281. Proximity to metro: 0.34 km.",2025-10-29 22:31:42
PROP1796,OWN1024,1 BHK Pg in Hauz Khas,Hauz Khas,Delhi NCR,PG,PG,1,209,7881,True,1.18,TRIPLE_SHARING,FEMALE,False,NONE,"Well-maintained triple sharing PG for females located at Hauz Khas. Monthly rent is ₹7,881. Food is not included. Nearest metro station is 1.18 km away.",2026-05-05 14:00:52
PROP1797,OWN1183,2 BHK Independent House in Greater Noida,Greater Noida,Delhi NCR,INDEPENDENT_HOUSE,SALE,2,1252,20245221,False,4.29,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Independent House Available for Sale in Greater Noida. Covered area is 1252 sq.ft. Listed price is ₹20,245,221. Proximity to metro: 4.29 km.",2025-12-19 14:17:44
PROP1798,OWN1044,1 BHK Pg in Central Delhi,Central Delhi,Delhi NCR,PG,PG,1,149,18062,True,1.26,SINGLE,MALE,False,NONE,"Well-maintained single PG for males located at Central Delhi. Monthly rent is ₹18,062. Food is not included. Nearest metro station is 1.26 km away.",2026-06-27 06:24:25
PROP1799,OWN1217,1 BHK Pg in Faridabad Sector 81,Faridabad Sector 81,Delhi NCR,PG,PG,1,188,7668,True,1.51,TRIPLE_SHARING,FEMALE,True,BOTH,"Well-maintained triple sharing PG for females located at Faridabad Sector 81. Monthly rent is ₹7,668. Food is included (both). Nearest metro station is 1.51 km away.",2026-01-22 11:42:59
PROP1800,OWN1166,1 BHK Pg in Vasant Kunj,Vasant Kunj,Delhi NCR,PG,PG,1,145,13747,True,1.61,DOUBLE_SHARING,FEMALE,False,NONE,"Well-maintained double sharing PG for females located at Vasant Kunj. Monthly rent is ₹13,747. Food is not included. Nearest metro station is 1.61 km away.",2026-05-16 17:44:59
PROP1801,OWN1187,1 BHK Independent House in Greater Noida Pari Chowk,Greater Noida Pari Chowk,Delhi NCR,INDEPENDENT_HOUSE,SALE,1,774,18866672,True,0.81,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Independent House Available for Sale in Greater Noida Pari Chowk. Covered area is 774 sq.ft. Listed price is ₹18,866,672. Proximity to metro: 0.81 km.",2025-11-01 08:18:31
PROP1802,OWN1153,1 BHK Pg in Noida Sector 76,Noida Sector 76,Delhi NCR,PG,PG,1,279,10013,True,0.35,TRIPLE_SHARING,UNISEX,True,BOTH,"Well-maintained triple sharing PG for unisexs located at Noida Sector 76. Monthly rent is ₹10,013. Food is included (both). Nearest metro station is 0.35 km away.",2025-11-07 02:04:44
PROP1803,OWN1272,1 BHK Builder Floor in Ghaziabad Raj Nagar Extension,Ghaziabad Raj Nagar Extension,Delhi NCR,BUILDER_FLOOR,RENT,1,616,51563,False,6.94,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Builder Floor Available for Rent in Ghaziabad Raj Nagar Extension. Covered area is 616 sq.ft. Listed price is ₹51,563. Proximity to metro: 6.94 km.",2026-02-20 09:57:54
PROP1804,OWN1222,3 BHK Builder Floor in DLF Phase 5,DLF Phase 5,Delhi NCR,BUILDER_FLOOR,SALE,3,2289,34915656,False,6.72,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Builder Floor Available for Sale in DLF Phase 5. Covered area is 2289 sq.ft. Listed price is ₹34,915,656. Proximity to metro: 6.72 km.",2026-07-20 21:08:53
PROP1805,OWN1093,2 BHK Independent House in North Delhi,North Delhi,Delhi NCR,INDEPENDENT_HOUSE,RENT,2,1194,77431,True,1.72,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Independent House Available for Rent in North Delhi. Covered area is 1194 sq.ft. Listed price is ₹77,431. Proximity to metro: 1.72 km.",2026-01-15 21:04:47
PROP1806,OWN1240,1 BHK Pg in Golf Course Extension Road,Golf Course Extension Road,Delhi NCR,PG,PG,1,256,21212,True,1.26,TRIPLE_SHARING,UNISEX,True,VEG,"Well-maintained triple sharing PG for unisexs located at Golf Course Extension Road. Monthly rent is ₹21,212. Food is included (veg). Nearest metro station is 1.26 km away.",2025-09-13 07:33:42
PROP1807,OWN1124,4 BHK Builder Floor in Rohini Sector 10,Rohini Sector 10,Delhi NCR,BUILDER_FLOOR,RENT,4,2220,53766,True,1.66,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Builder Floor Available for Rent in Rohini Sector 10. Covered area is 2220 sq.ft. Listed price is ₹53,766. Proximity to metro: 1.66 km.",2026-02-02 18:04:41
PROP1808,OWN1212,1 BHK Pg in Golf Course Extension Road,Golf Course Extension Road,Delhi NCR,PG,PG,1,285,12262,True,0.46,DOUBLE_SHARING,UNISEX,True,BOTH,"Well-maintained double sharing PG for unisexs located at Golf Course Extension Road. Monthly rent is ₹12,262. Food is included (both). Nearest metro station is 0.46 km away.",2025-11-24 02:17:01
PROP1809,OWN1099,4 BHK Builder Floor in North Delhi,North Delhi,Delhi NCR,BUILDER_FLOOR,SALE,4,2992,42069220,True,1.17,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Builder Floor Available for Sale in North Delhi. Covered area is 2992 sq.ft. Listed price is ₹42,069,220. Proximity to metro: 1.17 km.",2026-02-07 14:59:08
PROP1810,OWN1019,1 BHK Apartment in Pitampura,Pitampura,Delhi NCR,APARTMENT,SALE,1,632,23140962,False,5.57,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Apartment Available for Sale in Pitampura. Covered area is 632 sq.ft. Listed price is ₹23,140,962. Proximity to metro: 5.57 km.",2026-02-04 12:35:15
PROP1811,OWN1022,1 BHK Apartment in Faridabad Sector 15,Faridabad Sector 15,Delhi NCR,APARTMENT,RENT,1,530,51056,True,2.27,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Apartment Available for Rent in Faridabad Sector 15. Covered area is 530 sq.ft. Listed price is ₹51,056. Proximity to metro: 2.27 km.",2026-01-03 08:27:05
PROP1812,OWN1209,4 BHK Apartment in Noida Extension,Noida Extension,Delhi NCR,APARTMENT,RENT,4,2540,30423,True,0.46,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Apartment Available for Rent in Noida Extension. Covered area is 2540 sq.ft. Listed price is ₹30,423. Proximity to metro: 0.46 km.",2025-11-15 13:37:58
PROP1813,OWN1257,3 BHK Independent House in Saket,Saket,Delhi NCR,INDEPENDENT_HOUSE,RENT,3,1731,23829,True,1.58,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Independent House Available for Rent in Saket. Covered area is 1731 sq.ft. Listed price is ₹23,829. Proximity to metro: 1.58 km.",2025-09-27 22:41:29
PROP1814,OWN1161,1 BHK Pg in Noida Sector 62,Noida Sector 62,Delhi NCR,PG,PG,1,308,19777,True,0.53,TRIPLE_SHARING,UNISEX,True,BOTH,"Well-maintained triple sharing PG for unisexs located at Noida Sector 62. Monthly rent is ₹19,777. Food is included (both). Nearest metro station is 0.53 km away.",2026-04-01 19:06:49
PROP1815,OWN1090,1 BHK Pg in Preet Vihar,Preet Vihar,Delhi NCR,PG,PG,1,232,20381,False,4.62,DOUBLE_SHARING,UNISEX,True,BOTH,"Well-maintained double sharing PG for unisexs located at Preet Vihar. Monthly rent is ₹20,381. Food is included (both). Nearest metro station is 4.62 km away.",2026-02-14 21:15:03
PROP1816,OWN1058,2 BHK Builder Floor in DLF Phase 5,DLF Phase 5,Delhi NCR,BUILDER_FLOOR,RENT,2,1042,30993,True,1.29,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Builder Floor Available for Rent in DLF Phase 5. Covered area is 1042 sq.ft. Listed price is ₹30,993. Proximity to metro: 1.29 km.",2025-10-14 08:21:44
PROP1817,OWN1189,1 BHK Independent House in Sohna Road Gurgaon,Sohna Road Gurgaon,Delhi NCR,INDEPENDENT_HOUSE,SALE,1,527,20584372,True,1.47,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Independent House Available for Sale in Sohna Road Gurgaon. Covered area is 527 sq.ft. Listed price is ₹20,584,372. Proximity to metro: 1.47 km.",2026-04-30 07:14:48
PROP1818,OWN1159,1 BHK Pg in Noida Extension,Noida Extension,Delhi NCR,PG,PG,1,295,10999,True,0.22,TRIPLE_SHARING,MALE,False,NONE,"Well-maintained triple sharing PG for males located at Noida Extension. Monthly rent is ₹10,999. Food is not included. Nearest metro station is 0.22 km away.",2025-08-05 23:36:42
PROP1819,OWN1202,3 BHK Apartment in Cyber City Gurgaon,Cyber City Gurgaon,Delhi NCR,APARTMENT,SALE,3,1821,15252667,True,1.65,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Apartment Available for Sale in Cyber City Gurgaon. Covered area is 1821 sq.ft. Listed price is ₹15,252,667. Proximity to metro: 1.65 km.",2026-04-19 00:54:59
PROP1820,OWN1209,4 BHK Apartment in East Delhi,East Delhi,Delhi NCR,APARTMENT,SALE,4,2964,32213364,True,1.85,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Apartment Available for Sale in East Delhi. Covered area is 2964 sq.ft. Listed price is ₹32,213,364. Proximity to metro: 1.85 km.",2026-04-04 14:52:06
PROP1821,OWN1052,1 BHK Independent House in Janakpuri,Janakpuri,Delhi NCR,INDEPENDENT_HOUSE,RENT,1,540,67164,False,6.54,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Independent House Available for Rent in Janakpuri. Covered area is 540 sq.ft. Listed price is ₹67,164. Proximity to metro: 6.54 km.",2026-05-13 09:37:32
PROP1822,OWN1281,1 BHK Apartment in DLF Phase 5,DLF Phase 5,Delhi NCR,APARTMENT,RENT,1,614,36083,False,4.99,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Apartment Available for Rent in DLF Phase 5. Covered area is 614 sq.ft. Listed price is ₹36,083. Proximity to metro: 4.99 km.",2025-12-09 01:17:01
PROP1823,OWN1070,3 BHK Independent House in South Delhi,South Delhi,Delhi NCR,INDEPENDENT_HOUSE,RENT,3,1590,22778,True,0.56,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Independent House Available for Rent in South Delhi. Covered area is 1590 sq.ft. Listed price is ₹22,778. Proximity to metro: 0.56 km.",2026-03-20 10:44:49
PROP1824,OWN1265,1 BHK Pg in Hauz Khas,Hauz Khas,Delhi NCR,PG,PG,1,295,20445,False,3.32,DOUBLE_SHARING,FEMALE,False,NONE,"Well-maintained double sharing PG for females located at Hauz Khas. Monthly rent is ₹20,445. Food is not included. Nearest metro station is 3.32 km away.",2026-05-16 19:29:09
PROP1825,OWN1089,1 BHK Apartment in DLF Phase 5,DLF Phase 5,Delhi NCR,APARTMENT,RENT,1,556,60182,True,1.11,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Apartment Available for Rent in DLF Phase 5. Covered area is 556 sq.ft. Listed price is ₹60,182. Proximity to metro: 1.11 km.",2026-07-14 06:37:35
PROP1826,OWN1194,5 BHK Apartment in Gurgaon Sector 56,Gurgaon Sector 56,Delhi NCR,APARTMENT,SALE,5,3085,10471116,True,0.66,FULL_FLAT,ANY,False,NONE,"Spacious 5 BHK Apartment Available for Sale in Gurgaon Sector 56. Covered area is 3085 sq.ft. Listed price is ₹10,471,116. Proximity to metro: 0.66 km.",2026-01-17 22:56:31
PROP1827,OWN1087,3 BHK Builder Floor in West Delhi,West Delhi,Delhi NCR,BUILDER_FLOOR,RENT,3,1464,23673,True,0.59,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Builder Floor Available for Rent in West Delhi. Covered area is 1464 sq.ft. Listed price is ₹23,673. Proximity to metro: 0.59 km.",2025-08-03 13:30:54
PROP1828,OWN1291,4 BHK Independent House in Saket,Saket,Delhi NCR,INDEPENDENT_HOUSE,SALE,4,2928,37661780,True,0.72,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Independent House Available for Sale in Saket. Covered area is 2928 sq.ft. Listed price is ₹37,661,780. Proximity to metro: 0.72 km.",2026-01-20 11:58:25
PROP1829,OWN1105,1 BHK Pg in Pitampura,Pitampura,Delhi NCR,PG,PG,1,328,15722,True,0.5,DOUBLE_SHARING,UNISEX,False,NONE,"Well-maintained double sharing PG for unisexs located at Pitampura. Monthly rent is ₹15,722. Food is not included. Nearest metro station is 0.5 km away.",2026-02-21 14:23:24
PROP1830,OWN1106,1 BHK Pg in Preet Vihar,Preet Vihar,Delhi NCR,PG,PG,1,192,13205,True,0.27,DOUBLE_SHARING,MALE,False,NONE,"Well-maintained double sharing PG for males located at Preet Vihar. Monthly rent is ₹13,205. Food is not included. Nearest metro station is 0.27 km away.",2026-06-03 16:35:39
PROP1831,OWN1135,3 BHK Apartment in Gurgaon Golf Course Road,Gurgaon Golf Course Road,Delhi NCR,APARTMENT,RENT,3,1797,72052,True,0.22,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Apartment Available for Rent in Gurgaon Golf Course Road. Covered area is 1797 sq.ft. Listed price is ₹72,052. Proximity to metro: 0.22 km.",2026-06-05 07:57:10
PROP1832,OWN1069,1 BHK Pg in DLF Phase 5,DLF Phase 5,Delhi NCR,PG,PG,1,221,13953,False,5.82,TRIPLE_SHARING,FEMALE,False,NONE,"Well-maintained triple sharing PG for females located at DLF Phase 5. Monthly rent is ₹13,953. Food is not included. Nearest metro station is 5.82 km away.",2025-12-28 20:37:42
PROP1833,OWN1038,3 BHK Apartment in Vasant Kunj,Vasant Kunj,Delhi NCR,APARTMENT,RENT,3,1530,73726,True,2.49,FULL_FLAT,ANY,False,NONE,"Spacious 3 BHK Apartment Available for Rent in Vasant Kunj. Covered area is 1530 sq.ft. Listed price is ₹73,726. Proximity to metro: 2.49 km.",2026-01-29 03:22:15
PROP1834,OWN1024,4 BHK Independent House in South Delhi,South Delhi,Delhi NCR,INDEPENDENT_HOUSE,SALE,4,2616,30987654,False,4.6,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Independent House Available for Sale in South Delhi. Covered area is 2616 sq.ft. Listed price is ₹30,987,654. Proximity to metro: 4.6 km.",2026-01-03 22:19:54
PROP1835,OWN1287,2 BHK Builder Floor in East Delhi,East Delhi,Delhi NCR,BUILDER_FLOOR,RENT,2,1156,76597,True,2.22,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Builder Floor Available for Rent in East Delhi. Covered area is 1156 sq.ft. Listed price is ₹76,597. Proximity to metro: 2.22 km.",2026-04-10 21:46:45
PROP1836,OWN1068,4 BHK Independent House in Dwarka Sector 21,Dwarka Sector 21,Delhi NCR,INDEPENDENT_HOUSE,SALE,4,2288,21975551,True,0.92,FULL_FLAT,ANY,False,NONE,"Spacious 4 BHK Independent House Available for Sale in Dwarka Sector 21. Covered area is 2288 sq.ft. Listed price is ₹21,975,551. Proximity to metro: 0.92 km.",2025-12-17 18:47:03
PROP1837,OWN1066,1 BHK Pg in Faridabad Sector 15,Faridabad Sector 15,Delhi NCR,PG,PG,1,333,16207,True,2.28,TRIPLE_SHARING,FEMALE,False,NONE,"Well-maintained triple sharing PG for females located at Faridabad Sector 15. Monthly rent is ₹16,207. Food is not included. Nearest metro station is 2.28 km away.",2026-03-17 04:39:57
PROP1838,OWN1135,2 BHK Builder Floor in Cyber City Gurgaon,Cyber City Gurgaon,Delhi NCR,BUILDER_FLOOR,RENT,2,1060,76392,True,1.48,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Builder Floor Available for Rent in Cyber City Gurgaon. Covered area is 1060 sq.ft. Listed price is ₹76,392. Proximity to metro: 1.48 km.",2025-09-15 10:06:12
PROP1839,OWN1226,2 BHK Apartment in West Delhi,West Delhi,Delhi NCR,APARTMENT,SALE,2,1186,6906674,True,0.8,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Apartment Available for Sale in West Delhi. Covered area is 1186 sq.ft. Listed price is ₹6,906,674. Proximity to metro: 0.8 km.",2026-01-08 12:27:06
PROP1840,OWN1240,1 BHK Builder Floor in Greater Noida Pari Chowk,Greater Noida Pari Chowk,Delhi NCR,BUILDER_FLOOR,SALE,1,726,28425659,False,5.63,FULL_FLAT,ANY,False,NONE,"Spacious 1 BHK Builder Floor Available for Sale in Greater Noida Pari Chowk. Covered area is 726 sq.ft. Listed price is ₹28,425,659. Proximity to metro: 5.63 km.",2026-07-10 00:48:59
PROP1841,OWN1235,2 BHK Independent House in Faridabad Sector 15,Faridabad Sector 15,Delhi NCR,INDEPENDENT_HOUSE,SALE,2,1126,27961547,True,0.67,FULL_FLAT,ANY,False,NONE,"Spacious 2 BHK Independent House Available for Sale in Faridabad Sector 15. Covered area is 1126 sq.ft. Listed price is ₹27,961,547. Proximity to metro: 0.67 km.",2025-11-21 16:45:23
PROP1842,OWN1146,1 BHK Pg in Lajpat Nagar,Lajpat Nagar,Delhi NCR,PG,PG,1,311,23670,False,6.74,DOUBLE_SHARING,UNISEX,True,VEG,"Well-maintained double sharing PG for unisexs located at Lajpat Nagar. Monthly rent is ₹23,670. Food is included (veg). Nearest metro station is 6.74 km away.",2026-03-31 01:05:32
PROP1843,OWN1093,1 BHK Pg in Greater Noida,Greater Noida,Delhi NCR,PG,PG,1,183,23322,True,0.85,TRIPLE_SHARING,MALE,False,NONE,"Well-maintained triple sharing PG for males located at Greater Noida. Monthly rent is ₹23,322. Food is not included. Nearest metro station is 0.85 km away.",2026-03-15 09:19:19
